Ldim_ID,Mouse_Prot_ID,Gene_Name,Identity,Length,Mism,Gap,qs,qe,ss,se,Evalue,Bitscore
g148762,NP_001038990.1,Cyb5d1,62.4,210,79,0,5,214,18,227,5.97E-94,275
g161984,NP_067331.2,Gab1,62.4,731,233,16,1,725,1,695,5.07E-295,825
g16310,NP_766531.2,Alkbh5,62.4,394,112,6,2,360,3,395,5.20E-148,425
g16829,NP_001334044.1,Rgs8,62.4,173,57,3,1,172,11,176,4.26E-72,216
g17232,NP_079586.1,Ftsj3,62.4,837,288,11,1,820,1,827,7.32E-303,855
g18959,NP_058543.2,Avpr1a,62.4,380,126,6,39,406,39,413,1.70E-161,462
g19654,XP_006523843.1,Msh5,62.4,673,251,2,142,813,5,676,1.76E-289,813
g198234,NP_035247.2,Plec,62.4,4290,1575,18,42,4303,67,4344,0,2657
g21272,NP_001366473.1,Tmem144,62.4,125,47,0,280,404,1,125,5.09E-50,166
g21805,XP_006501019.1,Noct,62.4,383,128,5,72,453,2,369,4.34E-166,474
g22529,NP_001398705.1,Bgn,62.4,364,125,2,15,370,25,384,6.08E-159,452
g31782,NP_035615.2,Star,62.4,282,104,2,1,281,1,281,5.50E-126,362
g59,NP_001164219.2,Asb14,62.4,588,216,3,1,587,1,584,6.88E-138,415
g7285,XP_036011727.1,Ppfia2,62.4,1254,379,22,1,1189,1,1226,0,1253
g7292,NP_001295435.1,Nnt,62.4,1089,145,5,1,1083,1,831,0,1200
g7432,NP_064433.3,Slc6a14,62.4,473,163,5,18,475,26,498,5.77E-198,581
g7918,NP_001345492.1,Stx7,62.4,258,92,3,1,253,1,258,3.31E-59,190
g8336,XP_036010967.1,Opcml,62.4,298,106,4,33,329,2,294,1.73E-137,394
g981,XP_011241216.1,P4htm,62.4,311,117,0,158,468,1,311,1.12E-145,422
g9949,NP_001074524.1,Trappc10,62.4,1260,459,8,8,1263,10,1258,0,1552
g10337,NP_001411682.1,Lnx2,62.3,775,184,14,1,755,1,687,1.42e-312,870
g12269,NP_898988.2,Pyroxd1,62.3,501,167,5,10,500,10,498,3.25E-220,618
g13001,NP_666310.1,Slc5a11,62.3,663,226,5,40,695,28,673,1.58E-285,798
g13025,XP_030098619.1,Sdr42e2,62.3,207,78,0,239,445,1,207,3.67E-88,271
g134,NP_067366.1,Ppp1r1a,62.3,130,48,1,4,132,5,134,5.29E-44,146
g15198,NP_001074180.1,Pjvk,62.3,371,120,4,1,370,1,352,5.76E-166,469
g1570,NP_796326.1,Gk5,62.3,483,182,0,13,495,25,507,1.73E-225,633
g158483,XP_006498702.1,Ctnnd1,62.3,853,260,25,76,904,3,817,0,944
g16537,NP_001344290.1,Nanos3,62.3,69,25,1,160,228,52,119,2.10E-24,97.1
g17338,NP_080731.1,Fam32a,62.3,114,40,2,1,113,1,112,1.24E-34,117
g179793,NP_001025165.1,Zc3h18,62.3,957,239,22,211,1162,108,947,1.04E-126,414
g18020,NP_001028509.2,Ttc38,62.3,461,174,0,5,465,2,462,1.92E-216,605
g18676,XP_030099678.1,Neto2,62.3,551,172,12,3,553,46,560,9.21E-237,664
g18810,NP_033431.1,Tnni2,62.3,175,65,1,4,178,9,182,2.06E-67,205
g19035,NP_001396481.1,Bcan,62.3,220,82,1,1257,1475,396,615,1.46E-96,328
g19965,XP_006506683.1,Cpvl,62.3,324,122,0,151,474,1,324,5.56E-151,434
g21032,NP_080290.3,Cdt1,62.3,374,134,4,300,672,174,541,5.31E-132,402
g21129,NP_033395.1,Tgfbi,62.3,653,239,5,19,664,26,678,1.14E-297,829
g211392,XP_006538112.1,Tbc1d2,62.3,443,155,4,1288,1726,1,435,1.43E-171,529
g2640,NP_001405547.1,Gpx8,62.3,69,25,1,1,69,1,68,9.87E-21,84.3
g3933,XP_006496621.1,Mff,62.3,310,105,8,1,303,14,318,1.43E-114,335
g4089,NP_001277454.1,Blvrb,62.3,114,41,2,88,200,1,113,2.17E-43,143
g420,NP_780695.1,6430571L13Rik,62.3,122,38,2,52,166,44,164,2.78E-38,130
g4612,NP_001071177.1,Slc39a7,62.3,353,87,6,156,476,138,476,2.12E-111,339
g4736,NP_001366586.1,Gatad2b,62.3,653,182,10,1,649,1,593,7.71E-232,657
g4784,NP_001348382.1,Mrps18b,62.3,77,29,0,67,143,37,113,6.37E-31,112
g5310,NP_001030079.2,Zc3h12b,62.3,302,99,4,67,364,106,396,8.29E-102,330
g5675,XP_036013423.1,Vti1b,62.3,106,40,0,122,227,12,117,4.80E-30,109
g6272,XP_006497242.1,Iars2,62.3,506,188,2,46,549,47,551,3.34E-232,670
g6702,NP_033842.3,Arsb,62.3,494,179,2,24,512,42,533,1.40E-238,666
g72582,XP_017176515.1,Clip1,62.3,469,135,6,6,450,5,455,8.47E-154,488
g7744,XP_006515859.1,Ppp1r13b,62.3,1179,319,27,1,1111,1,1122,0,1147
g97713,NP_080802.2,Eef1akmt1,62.3,215,75,3,1,214,1,210,6.61E-93,272
g101395,NP_001297472.1,Scrib,62.2,1753,487,31,1,1724,1,1607,0,1072
g10820,NP_001155890.1,Myef2,62.2,566,154,13,28,579,31,550,8.94E-217,614
g109912,XP_006540843.1,Tjp1,62.2,1831,493,39,9,1714,103,1858,0,1837
g110002,NP_932782.2,Dagla,62.2,1111,295,14,1,1071,1,1026,0,1265
g13398,NP_083070.2,Nudt9,62.2,278,103,1,73,348,62,339,6.63E-125,364
g15030,NP_001413064.1,Itgb1bp2,62.2,111,33,4,1,108,1,105,2.85E-35,127
g151434,XP_011242321.1,Ptprn2,62.2,489,162,2,438,925,497,963,1.83E-200,600
g15225,NP_694799.1,Zc3h12a,62.2,307,97,2,141,440,47,341,2.14E-110,354
g15876,NP_001414250.1,Ube2o,62.2,1357,346,28,48,1380,50,1263,0,1409
g1673,NP_001354924.1,Gpx4,62.2,45,17,0,22,66,1,45,2.67E-15,67.4
g18160,NP_001129536.1,Bscl2,62.2,267,101,0,7,273,68,334,2.76E-117,349
g198232,NP_001157014.1,Plec,62.2,4307,1584,19,42,4315,67,4361,0,2654
g20273,XP_017168280.1,Mcph1,62.2,90,34,0,644,733,461,550,2.60E-26,116
g20850,NP_076140.2,Pex13,62.2,362,114,8,3,348,5,359,1.55E-133,390
g21736,NP_001300672.1,Asb12,62.2,307,114,1,1,305,1,307,4.82E-95,285
g22922,NP_001005507.1,Smg7,62.2,1181,358,30,5,1149,6,1134,0,1237
g2649,XP_036016892.1,Lipg,62.2,413,150,4,83,493,2,410,9.41E-191,540
g3701,NP_001035721.1,C1qtnf5,62.2,148,55,1,103,250,97,243,3.64E-63,199
g4527,NP_001398583.1,Enpp2,62.2,711,251,6,4,706,8,708,0,911
g4707,NP_001344901.1,Trak1,62.2,490,149,10,1,468,1,476,3.53E-154,463
g4759,NP_035913.1,Agr2,62.2,148,51,2,22,169,33,175,3.06E-58,181
g4920,NP_038908.2,Plcl2,62.2,1098,353,6,37,1124,55,1100,0,1367
g5210,NP_035439.1,S100a1,62.2,90,34,0,12,101,3,92,6.58E-32,109
g5238,NP_001289322.1,Ppt2,62.2,296,108,1,12,303,6,301,1.22E-138,395
g5455,NP_001239554.1,Ptgr2,62.2,347,131,0,1,347,1,347,4.74E-154,438
g6360,NP_001035772.1,Clmn,62.2,360,131,5,1,358,1,357,3.72E-123,406
g66772,XP_036014302.1,Adra1a,62.2,296,105,3,13,306,5,295,3.09E-123,358
g6803,NP_659112.2,Wdr36,62.2,566,208,4,6,568,14,576,3.69E-253,721
g77682,NP_001153580.1,Zc3h14,62.2,172,61,2,516,684,138,308,1.03E-25,110
g83322,NP_001351700.1,Pigl,62.2,45,17,0,51,95,35,79,9.36E-11,58.9
g1019,NP_001037851.1,Zfx,62.1,29,11,0,236,264,542,570,0.000328,44.7
g12129,NP_038590.2,Ifrd1,62.1,448,150,2,1,428,1,448,1.09E-192,543
g12972,NP_001343922.1,Tecpr1,62.1,622,220,5,554,1162,3,621,1.81E-230,675
g136432,NP_444503.2,Ttyh2,62.1,528,200,0,1,528,1,528,2.64E-241,674
g14771,NP_001298067.1,Adissp,62.1,161,60,1,14,174,18,177,2.61E-68,207
g15512,XP_011236904.1,Pard3b,62.1,95,30,2,119,213,741,829,4.47E-25,112
g15526,NP_001274459.1,Arhgap6,62.1,808,210,19,15,744,6,795,1.75E-283,800
g16507,XP_006527245.1,R3hcc1l,62.1,177,62,1,170,346,78,249,4.26E-68,216
g17545,NP_780304.2,Commd2,62.1,203,73,1,1,203,1,199,1.69E-81,242
g17611,NP_001076785.1,Pdgfra,62.1,1065,384,9,412,1459,28,1089,0,1264
g17661,NP_033851.1,Atp1b1,62.1,301,112,1,3,301,4,304,1.23E-140,400
g17903,NP_663379.1,Prmt7,62.1,688,253,5,1,681,1,687,9.49e-318,880
g182222,NP_001013800.1,Tvp23a,62.1,190,71,1,1,190,14,202,5.40E-82,244
g186762,NP_001344217.1,Neto2,62.1,551,172,13,4,554,12,525,7.35E-235,658
g20406,NP_001156967.1,Arhgap19,62.1,419,143,3,34,447,36,443,1.58E-166,479
g20424,NP_955518.1,Rrp12,62.1,1297,472,7,1,1285,1,1290,0,1555
g20607,NP_001186044.1,Slc29a1,62.1,459,161,4,1,447,1,458,1.11E-187,531
g206632,XP_030101652.1,Ehbp1,62.1,1259,377,26,1,1224,1,1194,0,1117
g21593,NP_033961.1,Ccng1,62.1,253,92,1,1,253,46,294,1.86E-108,316
g2177,NP_598826.3,Epdr1,62.1,203,76,1,8,209,18,220,2.40E-89,263
g22630,NP_796175.1,Phf8,62.1,875,218,15,1,863,1,773,0,972
g22801,XP_006498629.1,Actr5,62.1,443,150,7,150,581,1,436,9.13E-184,529
g2341,NP_001098116.1,AW209491,62.1,419,147,2,1,415,1,411,2.77E-173,492
g28472,NP_081983.2,Nipbl,62.1,2844,542,34,1,2355,1,2798,0,2987
g3393,NP_031774.2,Cox6a1,62.1,87,33,0,22,108,23,109,2.01E-35,119
g4918,NP_001264792.1,Dazl,62.1,103,39,0,7,109,15,117,3.91E-38,135
g5564,NP_082615.1,Tmx1,62.1,195,74,0,1,195,31,225,1.33E-91,273
g6660,NP_083569.1,Phpt1,62.1,124,43,2,8,128,2,124,8.73E-53,164
g7131,NP_076101.1,Esm1,62.1,145,51,2,34,176,6,148,1.51E-65,201
g8327,XP_036012714.1,Specc1,62.1,396,133,7,644,1029,49,437,1.29E-115,365
g8411,XP_036011971.1,Ppp1r14c,62.1,29,11,0,39,67,70,98,0.000672,39.7
g8451,NP_001390845.1,Kcnk4,62.1,206,73,2,65,266,12,216,3.38E-83,259
g8854,NP_941039.1,Liat1,62.1,29,11,0,75,103,137,165,4.68E-05,43.5
g9326,NP_001041069.1,Ttc21b,62.1,1315,497,2,3,1317,2,1314,0,1658
g9796,NP_001152854.1,Gjc1,62.1,301,107,3,1,298,1,297,4.29E-124,365
g993,NP_080339.1,Uqcc2,62.1,116,43,1,1,115,1,116,4.92E-50,157
g10450,NP_001355600.1,Zfhx4,62,3758,1104,83,113,3759,62,3607,0,3585
g10585,NP_077140.1,Alg14,62,184,66,1,37,216,34,217,1.03E-75,229
g10690,NP_079666.1,Pop4,62,200,69,2,27,223,26,221,4.94E-79,238
g1092,NP_067414.2,Chst11,62,342,123,4,1,336,9,349,3.05E-148,423
g11711,NP_001405870.1,Rassf3,62,171,56,2,75,245,1,162,2.87E-63,196
g11909,NP_056580.2,Hspa14,62,510,187,4,7,510,1,509,1.63E-218,614
g11987,NP_001191835.1,Recql,62,531,201,1,84,613,68,598,2.53E-235,667
g13231,XP_006534423.1,Mettl23,62,184,70,0,43,226,1,184,3.11E-87,258
g14715,NP_001104589.1,Ccnb1ip1,62,263,87,4,1,252,1,261,9.14E-107,311
g16396,NP_001343890.1,Sstr3,62,345,115,5,36,366,6,348,1.74E-130,387
g1709,XP_036010176.1,Sugp1,62,440,129,5,212,617,2,437,6.17E-173,500
g18222,NP_001345998.1,Tvp23a,62,192,72,1,12,203,3,193,8.07E-83,246
g183692,XP_017177475.1,Igf1r,62,1151,330,15,312,1414,7,1098,0,1372
g18717,NP_080444.1,Ergic2,62,371,137,3,1,368,1,370,7.92E-164,465
g187346,XP_006507159.1,Ppfibp1,62,1036,335,18,1,992,1,1021,0,1075
g19254,NP_705728.1,Clstn3,62,935,319,13,7,921,6,924,0,1174
g19437,NP_001391037.1,Paqr6,62,332,120,4,95,424,1,328,3.63E-137,398
g19747,NP_001103737.1,Vegfa,62,92,34,1,97,188,23,113,1.94E-35,122
g206634,XP_030101656.1,Ehbp1,62,1225,364,26,1,1187,1,1162,0,1101
g21107,NP_950176.1,Dgkq,62,876,313,10,41,904,50,917,0,1100
g22501,NP_659035.2,Ggt7,62,661,243,6,17,672,4,661,7.92E-288,803
g22515,NP_059093.3,Ddx20,62,590,175,6,6,546,41,630,2.15E-233,674
g22854,NP_001342147.1,Slco4a1,62,656,205,4,93,746,84,697,3.11E-287,808
g4647,NP_001239383.1,Epn1,62,158,59,1,1,157,1,158,3.12E-54,201
g5403,XP_006538104.1,Dpy19l4,62,660,250,1,93,752,1,659,1.15e-311,867
g8698,NP_001397136.1,Chek1,62,471,160,4,1,452,1,471,8.46E-215,601
g9045,NP_780398.2,Hepacam,62,292,108,2,34,323,34,324,4.41E-116,345
g10278,NP_061233.2,Chst2,61.9,483,124,7,43,465,48,530,5.98E-195,553
g10706,NP_796089.1,Marchf3,61.9,134,50,1,55,187,67,200,4.04E-59,187
g107903,NP_001391986.1,Kif23,61.9,838,287,11,6,841,5,812,0,954
g10926,NP_079882.2,Mrpl16,61.9,189,72,0,33,221,27,215,1.57E-76,239
g11488,XP_036010447.1,Adamts7,61.9,808,286,10,49,854,34,821,0,1030
g12687,NP_001280580.1,Prkcsh,61.9,528,192,3,51,576,1,521,3.73E-180,520
g13049,NP_065607.1,Atp5mf,61.9,84,32,0,6,89,5,88,1.13E-33,112
g13626,NP_899032.2,Gprin2,61.9,42,15,1,613,653,369,410,4.31E-08,58.5
g13750,NP_766089.1,Nhlrc3,61.9,302,113,2,30,331,39,338,3.40E-141,405
g14038,NP_001120790.1,Gucy2c,61.9,806,287,11,1,793,248,1046,0,960
g15313,XP_030103763.1,Gpr180,61.9,291,110,1,98,388,1,290,4.73E-129,374
g16967,NP_598921.1,Mcoln3,61.9,522,191,2,48,566,34,550,1.34E-227,642
g17965,XP_036009620.1,Necab2,61.9,278,103,2,154,431,3,277,6.67E-113,334
g18915,XP_017167743.1,Lsm14a,61.9,483,100,14,1,479,1,403,5.59E-153,442
g194396,XP_006524300.1,Syngap1,61.9,1317,326,25,1,1240,58,1275,0,1362
g20835,NP_001152992.1,Pax3,61.9,63,24,0,66,128,220,282,3.76E-14,72.8
g20909,XP_006523400.1,Prkn,61.9,323,113,5,151,466,13,332,1.73E-156,448
g21306,XP_036017721.1,Xpnpep2,61.9,549,206,3,30,577,34,580,2.08E-242,684
g213,NP_291090.2,Cela1,61.9,270,95,3,1,269,1,263,8.57E-117,337
g22506,NP_061339.4,Samhd1,61.9,590,205,6,19,592,24,609,1.48E-264,740
g3062,XP_006505871.1,Rtkn,61.9,357,130,2,1,357,1,351,8.29E-146,438
g48742,NP_077205.3,Fuca1,61.9,433,159,4,18,447,22,451,2.08E-215,602
g6145,NP_766339.2,Arhgef10,61.9,1294,438,21,162,1437,89,1345,0,1456
g7183,NP_766182.2,Dhx29,61.9,1391,487,15,1,1376,1,1363,0,1590
g96172,NP_034731.3,Kcnh3,61.9,881,276,16,1,850,1,852,0,922
g9912,NP_001361678.1,Zic4,61.9,197,60,7,146,330,25,218,3.83E-72,234
g10220,NP_001357933.1,Emid1,61.8,34,13,0,60,93,8,41,2.47E-07,56.2
g106192,NP_083553.2,Arhgap12,61.8,834,283,14,1,819,1,813,0,907
g10901,NP_001292909.1,Diaph1,61.8,455,171,2,195,648,759,1211,2.28E-163,508
g11082,XP_036011033.1,Pigb,61.8,259,98,1,265,522,160,418,6.14E-117,353
g11995,XP_006521469.1,Ppp6r2,61.8,822,287,7,1,800,1,817,0,922
g128722,NP_001107588.1,Syt3,61.8,586,156,17,1,534,1,570,4.73E-223,631
g13624,NP_001349818.1,Nat9,61.8,199,75,1,1,198,1,199,3.09E-81,243
g14199,NP_031445.2,Adrb1,61.8,351,108,3,31,357,54,402,1.46E-139,407
g15265,XP_006527949.1,Cd99l2,61.8,34,13,0,175,208,161,194,7.19E-06,47.8
g15409,NP_835177.2,Mcf2l,61.8,1138,397,12,24,1133,26,1153,0,1338
g15417,NP_001347413.1,Nudt15,61.8,144,55,0,7,150,9,152,6.46E-63,192
g16159,NP_064661.2,Dkk2,61.8,246,82,3,12,245,14,259,2.19E-111,322
g16255,NP_598730.1,Cyp4v3,61.8,490,177,2,21,503,34,520,3.48E-221,622
g16636,NP_001371110.1,Gm48552,61.8,68,25,1,23,90,18,84,2.13E-19,80.9
g17337,NP_079593.1,Mrpl54,61.8,102,37,2,38,138,35,135,1.41E-37,126
g17628,NP_663570.2,Cbr4,61.8,238,89,2,1,238,1,236,7.38E-98,286
g18328,NP_001074810.1,Scaper,61.8,1459,463,18,19,1448,3,1396,0,1302
g194397,NP_001357963.1,Syngap1,61.8,1302,326,25,103,1333,44,1244,0,1363
g19569,NP_851794.3,Col14a1,61.8,1655,606,9,12,1652,12,1653,0,1677
g20081,NP_001272869.1,Fez2,61.8,351,125,4,62,408,30,375,2.87E-125,368
g201852,XP_030102538.1,Pacs2,61.8,899,317,11,42,926,14,900,0,1004
g203613,NP_775554.2,Trp53bp2,61.8,1172,353,25,1,1115,1,1134,0,1125
g20373,NP_064429.2,Nfu1,61.8,199,72,2,56,250,54,252,2.86E-76,233
g21070,NP_598664.3,Spon2,61.8,304,108,2,39,340,33,330,1.70E-147,420
g21404,NP_032721.2,Nid2,61.8,34,13,0,217,250,989,1022,2.53E-08,57
g21537,NP_067507.2,Dact1,61.8,34,13,0,291,324,206,239,0.000193,47.8
g22170,NP_001407602.1,Pkig,61.8,55,19,2,1,55,1,53,9.11E-15,63.9
g22481,NP_001158290.1,Aar2,61.8,382,142,3,5,384,2,381,7.70E-169,478
g2822,NP_001164326.1,Trim36,61.8,735,249,10,79,810,8,713,0,904
g28222,XP_036017058.1,Trim36,61.8,652,225,7,103,752,7,636,1.10E-289,810
g3671,XP_017175181.1,Rsrc1,61.8,55,21,0,178,232,163,217,9.77E-11,62.8
g3691,NP_848759.1,Oaf,61.8,251,89,2,26,272,34,281,6.17E-107,313
g4095,NP_001404027.1,Pld3,61.8,408,146,6,85,488,13,414,1.17E-170,488
g447,XP_030100592.1,Rbm5,61.8,692,201,17,178,855,1,643,2.04E-225,650
g4929,NP_001165687.1,Fam221a,61.8,207,79,0,1,207,1,207,1.26E-102,300
g5292,XP_006499453.1,Zmynd8,61.8,1146,326,19,18,1128,30,1098,0,1141
g56102,XP_006516074.1,Heatr5a,61.8,2067,755,21,1,2052,1,2047,0,2346
g70972,NP_001403499.1,Arvcf,61.8,581,191,6,312,861,283,863,1.30E-235,686
g7394,NP_081667.1,Iyd,61.8,288,102,3,7,294,4,283,1.50E-121,351
g8019,NP_001157898.1,Kcnk13,61.8,422,137,8,6,424,5,405,9.16E-168,478
g813,XP_036021949.1,Ccdc174,61.8,406,130,8,1,390,1,397,4.05E-143,424
g8514,NP_001412336.1,Sez6,61.8,663,246,5,353,1008,21,683,0,908
g87112,NP_084372.2,Ddx52,61.8,584,213,3,22,604,1,575,1.23E-257,724
g96712,NP_001014974.1,Ttll4,61.8,668,233,9,333,981,444,1108,9.97E-279,814
g101397,XP_017171844.1,Scrib,61.7,1735,511,28,1,1703,1,1614,0,1045
g10371,NP_001074678.2,Prdm14,61.7,290,105,5,167,452,185,472,6.03E-126,383
g12256,NP_663398.2,Slc5a8,61.7,606,213,4,10,610,9,600,1.12E-249,702
g14026,NP_031649.2,Cbx2,61.7,60,23,0,2,61,3,62,1.86E-18,85.5
g14073,NP_033213.1,Cox7a2l,61.7,115,40,3,1,115,1,111,1.18E-44,142
g150298,NP_001239452.1,Picalm,61.7,627,175,10,1,584,1,605,1.42E-240,677
g15155,NP_835182.1,Mfsd6,61.7,751,243,12,1,729,1,728,5.55E-287,810
g15342,NP_076003.3,Mrps9,61.7,350,128,1,33,382,47,390,4.58E-151,433
g16158,NP_001355555.1,Aimp1,61.7,308,107,3,16,317,8,310,7.99E-111,325
g16712,NP_001411785.1,Xpa,61.7,209,75,2,67,275,2,205,1.73E-91,271
g16854,XP_006516968.1,Phactr1,61.7,621,151,11,1,552,47,649,6.62E-147,439
g175332,NP_932787.1,Lrrc24,61.7,504,151,5,23,526,28,489,2.69E-88,285
g18143,NP_001103223.1,Sv2b,61.7,668,246,3,28,687,17,682,1.53E-281,788
g19606,NP_001396443.1,Fabp4,61.7,81,30,1,1,81,1,80,8.54E-28,100
g19628,NP_064382.3,Alg2,61.7,402,148,3,4,403,17,414,1.63E-175,497
g19733,NP_796125.2,Vps13b,61.7,4092,1432,41,1,4057,1,3992,0,4780
g19960,NP_034580.1,Hoxa11,61.7,60,23,0,223,282,240,299,3.13E-14,73.6
g199812,NP_001276583.1,Fhod3,61.7,1544,453,22,1,1523,1,1427,0,1566
g20887,XP_006525090.1,Ttc27,61.7,467,179,0,376,842,6,472,2.86E-167,495
g21384,XP_006497182.1,Cenpf,61.7,47,16,1,1488,1532,2784,2830,3.26E-07,57.8
g2845,NP_001405799.1,Lmbrd2,61.7,700,243,8,1,681,1,694,1.47E-292,816
g2929,XP_006530573.1,Tchp,61.7,128,49,0,266,393,5,132,9.75E-33,126
g3050,NP_079699.1,1110059E24Rik,61.7,120,46,0,1,120,1,120,1.40E-52,167
g368,NP_001120802.1,Pparg,61.7,527,145,8,30,551,1,475,1.20E-215,607
g3731,NP_780687.1,Lrfn3,61.7,567,208,3,17,577,25,588,2.25E-182,533
g4162,NP_032855.2,Pgr,61.7,386,147,1,146,531,542,926,1.21E-168,503
g5610,XP_006516072.1,Heatr5a,61.7,2072,749,22,1,2051,1,2048,0,2343
g56103,NP_796145.2,Heatr5a,61.7,2058,753,21,1,2043,1,2038,0,2335
g5820,NP_598761.2,Traf3ip2,61.7,162,58,1,218,375,382,543,3.83E-61,208
g6824,NP_001298094.1,Edem3,61.7,746,270,7,31,774,45,776,0,920
g79086,XP_006538975.2,Epb41,61.7,613,178,8,209,786,3,593,2.15E-244,694
g104655,XP_036015737.1,Phldb2,61.6,589,175,11,891,1447,109,678,1.27E-184,565
g11481,NP_001155007.1,Islr2,61.6,250,94,1,22,269,63,312,1.09E-13,74.3
g11535,NP_062631.1,Hsd17b12,61.6,302,114,2,16,317,11,310,8.78E-126,363
g12181,NP_598754.2,Pwp1,61.6,482,169,6,2,475,4,477,1.24E-164,476
g12758,XP_006533305.1,Rsad1,61.6,232,89,0,200,431,1,232,7.74E-96,290
g13084,NP_666041.1,Gga1,61.6,661,210,10,8,657,8,635,4.03E-264,741
g13891,NP_766117.2,Gnptg,61.6,258,74,2,14,258,24,269,2.71E-110,323
g16191,NP_001164162.1,Elmod2,61.6,292,111,1,1,292,1,291,1.68E-125,361
g16413,NP_067408.1,Stx6,61.6,255,90,1,1,247,1,255,7.52E-95,280
g16570,NP_032495.2,Krt15,61.6,318,121,1,88,404,97,414,8.80E-121,360
g16930,NP_001366558.1,Lrrc39,61.6,328,103,4,6,328,6,315,3.15E-36,135
g18649,NP_001158066.1,Pdzrn4,61.6,807,227,16,1,756,1,775,2.91E-295,830
g187092,NP_032039.2,Fgl2,61.6,232,87,2,1211,1442,201,430,4.01E-96,318
g19002,NP_001391355.1,Crtc1,61.6,86,26,3,242,327,17,95,1.61E-20,97.1
g1930,XP_036010600.1,Pth1r,61.6,461,114,5,24,423,168,626,2.30E-194,558
g19630,NP_001398182.1,Nr4a1,61.6,344,119,6,341,680,267,601,1.14E-134,410
g20366,NP_001303666.1,Prxl2a,61.6,73,28,0,82,154,1,73,2.36E-24,95.5
g20600,XP_006516154.1,Pcnx1,61.6,1114,415,5,805,1909,943,2052,0,1384
g206002,XP_006516156.1,Pcnx1,61.6,1114,415,5,777,1881,838,1947,0,1384
g21368,NP_080829.1,Yif1a,61.6,305,97,6,6,308,7,293,1.68E-118,344
g21510,NP_035846.1,Wfs1,61.6,822,298,4,130,951,86,889,0,996
g22942,XP_006538591.1,Epha2,61.6,704,245,10,290,990,20,701,1.13E-291,827
g253,XP_017174972.1,Phtf1,61.6,404,146,4,290,692,80,475,1.04E-154,457
g2623,NP_001106754.1,Atosa,61.6,203,75,1,434,636,875,1074,5.26E-74,259
g2811,XP_030103098.1,Mier3,61.6,571,180,15,1,553,1,550,8.40E-223,629
g337,NP_579935.1,Krt75,61.6,354,132,2,62,411,125,478,3.52E-132,394
g5101,NP_573481.1,Zfp704,61.6,406,111,12,117,516,200,566,1.28E-138,413
g56692,XP_036013329.1,Plek2,61.6,216,83,0,141,356,1,216,3.74E-92,276
g5945,XP_030109715.1,Nipal3,61.6,177,68,0,147,323,5,181,7.51E-66,211
g74562,NP_081733.3,Tmem242,61.6,125,43,1,4,128,21,140,6.47E-49,154
g7870,XP_030098345.1,Gpatch2,61.6,263,76,6,278,525,6,258,3.84E-94,289
g911,NP_940813.1,Usp49,61.6,693,211,10,1,676,1,655,1.82E-275,773
g95818,NP_001239061.1,Lrch1,61.6,643,209,10,28,645,44,673,3.39E-184,539
g9814,NP_660134.1,Lrrc3,61.6,216,82,1,2,217,37,251,1.59E-81,245
g9893,NP_001028414.1,Cln5,61.6,307,114,2,30,336,36,338,3.94E-151,430
g9901,NP_001391600.1,Tbc1d4,61.6,1269,414,20,15,1232,33,1279,0,1386
g1009,NP_032135.2,Gdf5,61.5,374,106,6,254,624,157,495,1.40E-145,432
g1031,NP_001277381.1,Mzf1,61.5,26,10,0,237,262,166,191,0.000949,43.5
g11326,NP_032585.2,Mc1r,61.5,283,106,1,42,321,33,315,5.11E-110,324
g116722,NP_067295.2,Ntn4,61.5,620,219,10,15,624,18,627,5.14E-296,820
g13389,NP_001165583.1,Dhrs7b,61.5,309,116,1,1,309,7,312,6.03E-127,366
g13885,NP_082577.2,Anks3,61.5,584,204,9,1,567,1,580,1.62E-139,423
g14582,NP_080923.2,Zdhhc21,61.5,265,102,0,1,265,1,265,1.10E-108,316
g147112,NP_083636.2,Tm4sf5,61.5,130,48,2,3,131,2,130,5.12E-50,163
g15311,NP_031802.2,Crygd,61.5,174,66,1,1,174,1,173,7.43E-84,246
g157745,NP_001012643.2,Rims1,61.5,1525,414,34,1,1400,1,1477,0,1489
g166893,NP_001038983.1,Fam83b,61.5,130,50,0,1,130,154,283,1.49E-44,175
g168542,XP_006516970.1,Phactr1,61.5,616,149,12,66,611,46,643,7.80E-146,438
g170752,NP_001158151.1,Ano8,61.5,1019,297,10,22,993,35,1005,0,1123
g17629,NP_067481.2,Sh3rf1,61.5,915,269,20,1,856,1,891,0,911
g18425,XP_030104368.1,Cerk,61.5,338,121,4,209,544,1,331,7.63E-150,435
g19526,NP_001258285.1,Flcn,61.5,577,189,11,1,551,1,570,1.35E-242,680
g20056,NP_031929.1,Edn3,61.5,39,15,0,43,81,93,131,3.38E-11,60.8
g20324,NP_082551.1,Lrmda,61.5,39,15,0,10,48,6,44,6.94E-12,58.5
g20808,XP_036008714.1,Cox20,61.5,96,37,0,13,108,36,131,7.73E-40,131
g21040,XP_011242050.1,Vrk2,61.5,200,76,1,118,317,1,199,4.63E-84,265
g22374,NP_001240737.1,Racgap1,61.5,646,216,9,1,631,1,628,1.32E-256,721
g22417,XP_030105282.2,Smim29,61.5,52,19,1,47,97,31,82,2.04E-13,62
g22721,NP_071303.1,Rbp7,61.5,109,42,0,248,356,25,133,2.54E-41,143
g22817,NP_001028551.2,Dcp1b,61.5,161,58,2,7,164,13,172,1.15E-58,205
